Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Prendario;Nombre corto del Préstamo Prendario;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Relación monto/tasación (%);Destino de los fondos;Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de automotores usados;Empleados públicos;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de automotores (marcas con convenios con la entidad);Beneficiarios de cuentas de la seguridad social;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de motocicletas;Clientes que acrediten sueldos en la entidad;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición automotores 0 km;Beneficiarios de cuentas de la seguridad social;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de automotores (marcas con convenios con la entidad);Clientes con cuenta en la entidad;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de automotores usados;Beneficiarios de cuentas de la seguridad social;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de motocicletas;Beneficiarios de cuentas de la seguridad social;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;24;74;30,00;80,00;Adquisición de automotores (marcas con convenios con la entidad);Personas humanas Monotributistas;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de motocicletas;Personas humanas en relación de dependencia;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
17;BANCO BBVA ARGENTINA S.A.;2019-12-03;PRESTAMO PRENDARIO;PRESTAMO PRENDARIO;Pesos;1200000;40000;60;10000;12;74;30,00;80,00;Adquisición de automotores (marcas con convenios con la entidad);Personas humanas en relación de dependencia;5,00;101,22;Fija;138,66;2952,80;Todo el territorio nacional;LOS PARAMETROS UTILIZADOS PARA EL CALCULO DEL CFT NO NECESARIAMENTE SERAN LOS QUE EFECTIVAMENTE CORRESPONDAN A CADA UNA DE LAS DE LAS FINANCIACIONES QUE SE OTORGUEN, DADO QUE ESTAS PODRAN CONCERTARSE POR IMPORTES, VEHICULO EN GARANTIA, COMPANIAS DE SEGURO, COBERTURAS Y ZONAS DE RIESGO DIFERENTES AL EJEMPLO UTILIZADO. EJEMPLO UTILIZADO VEHICULO VALOR $1.186.000, MONTO DEL PRESTAMO $948.800 COBERTURA LA SEGUNDA TERCEROS COMPLETOS BASICO EN CABA VALOR MENSUAL $1.634,03
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Córdoba;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Tucumán;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
