Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Hipotecario;Nombre corto del Préstamo Hipotecario;Denominación;Monto máximo otorgable del préstamo;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Relación monto/tasación (%);Destino de los fondos;Beneficiarios;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $100.000;Territorio de validez de la oferta;Más información
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas en relación de dependencia;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas en relación de dependencia;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Provincia de Salta;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Córdoba;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Salta;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Salta;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas en relación de dependencia;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Córdoba;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Córdoba;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas en relación de dependencia;3,63;9,27;Fija;12,66;1043,76;Provincia de Córdoba;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Salta;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes que acrediten sueldos en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Responsables Inscriptos;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Provincia de Córdoba;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas en relación de dependencia;3,63;9,27;Fija;12,66;1043,76;Provincia de Tucumán;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Empleados públicos;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas en relación de dependencia;3,63;9,27;Fija;12,66;1043,76;Provincia de Córdoba;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Personas humanas Monotributistas;3,63;9,27;Fija;12,66;1043,76;Provincia de Buenos Aires;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Vivienda propia, única y permanente;Personas humanas en relación de dependencia;3,63;9,27;Fija;12,66;1043,76;Provincia de Mendoza;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;PRESTAMOS HIPOTECARIOS EN UVAS;HIPOTECARIOS EN UVAS;UVA;5800000;360;0;12;57;25,00;75,00;Refacción o mejora;Clientes con cuenta en la entidad;3,63;9,27;Fija;12,66;1043,76;Provincia de Córdoba;NO SE REQUIEREN INGRESOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL INGRESO MINIMO QUE DEBE TENER EN FUNCION DEL PRESTAMO SOLICITADO
34;BANCO PATAGONIA S.A.;2019-10-02;PRESTAMO HIPOTECARIO PATAGONIA UVA;HIPOTECARIO UVA;UVA;15000000;360;21094;12;64;25,00;70,00;Vivienda adicional o 2da vivienda;Empleados públicos;,00;38,48;Fija;51,64;67,97;Todo el territorio nacional;DE ACUERDO A LA JURISDICCION DE RADICACION DE LA CUENTA, EL PRODUCTO INFORMADO ES SUSCEPTIBLE DE SER ALCANZADO POR IMPUESTOS PROVINCIALES. EL COSTO FINANCIERO TOTAL MAXIMO PARA LA LINEA INFORMADA ESTA EXPRESADO EN CFTEA SIN IVA POR SER PARA PRIMERA VIVIENDA. LA CUOTA INICIAL INCLUYE IVA, NO INCLUYE SEGURO DE INCENDIO Y ESTA EXPRESADA EN UVA. SE EXLUYEN PROPIEDADES UBICADAS EN LAS LOCALIDADES DE PUERTO DESEADO, ORAN, CALETA OLIVIA Y RIO GRANDE.
